target,method,round,hv_mean,hv_std,n_runs
PARP1,analytic_pomhi,5,220.58949279785156,1.441150626221302,3
PARP1,analytic_pomhi,6,221.02167765299478,1.5538192898210854,3
PARP1,analytic_pomhi,7,221.81903584798178,1.28687042505347,3
PARP1,analytic_pomhi,8,222.1573486328125,1.1514462900045916,3
PARP1,analytic_pomhi,9,223.5938262939453,2.6827560689763668,3
PARP1,analytic_pomhi,10,224.2073211669922,2.974475498781111,3
PARP1,qpmhi_mc_bnn,0,195.32123311360678,3.096942961333862,3
PARP1,qpmhi_mc_bnn,1,210.62967427571616,3.0217557531377826,3
PARP1,qpmhi_mc_bnn,2,211.59064229329428,3.178542798598646,3
PARP1,qpmhi_mc_bnn,3,214.4235636393229,1.2644827066116442,3
PARP1,qpmhi_mc_bnn,4,215.11297098795572,0.5907617418429776,3
PARP1,qpmhi_mc_bnn,5,216.88850911458334,2.852864694403999,3
PARP1,qpmhi_mc_bnn,6,217.42205810546875,2.41840082927752,3
PARP1,qpmhi_mc_bnn,7,217.92849731445312,2.74505106524197,3
PARP1,qpmhi_mc_bnn,8,218.03020222981772,2.8904700376374057,3
PARP1,qpmhi_mc_bnn,9,218.17396545410156,3.048056149025575,3
PARP1,qpmhi_mc_bnn,10,218.32011922200522,3.2506488278740355,3
PARP1,random,0,195.32123311360678,3.096942961333862,3
PARP1,random,1,203.95659891764322,5.023597363818693,3
PARP1,random,2,205.86695353190103,3.9111396654456256,3
PARP1,random,3,207.32194010416666,5.057731325143953,3
PARP1,random,4,207.4555867513021,5.172512376135321,3
PARP1,random,5,209.4171346028646,3.14005238611272,3
PARP1,random,6,211.36204528808594,4.349918801948801,3
PARP1,random,7,211.56873575846353,4.157576122039833,3
PARP1,random,8,212.3233642578125,4.5216144843774195,3
PARP1,random,9,213.2357381184896,4.560757352301724,3
PARP1,random,10,213.67447408040366,4.390119498809921,3
